DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK,EKPC
06/26/16,2200,35873,6368,15382,2628,17335,2252,12237,10130,4455,1905
06/26/16,2300,33138,5896,14975,2443,16513,2133,11286,9568,4255,1794
06/26/16,2400,30101,5321,13926,2264,15023,1970,10150,8923,3966,1622
06/25/16,100,27821,4697,11740,1787,12690,1556,10231,6521,3058,1298
06/25/16,200,26045,4391,10824,1645,11868,1473,9628,6132,2801,1220
06/25/16,300,24847,4196,10191,1544,11469,1408,9233,5874,2658,1100
06/25/16,400,24114,4048,9770,1486,11104,1350,8952,5733,2533,1055
06/25/16,500,23855,4042,9511,1457,10929,1340,8887,5737,2447,1036
06/25/16,600,23978,4079,9378,1474,11061,1352,8938,5767,2438,1036
06/25/16,700,24546,4114,9327,1490,11141,1354,9073,5846,2422,1006
06/25/16,800,26305,4366,9804,1586,11782,1430,9541,6227,2593,1113
06/25/16,900,28677,4727,10814,1722,12669,1558,10288,6748,2848,1257
06/25/16,1000,30932,5092,11979,1875,13613,1720,10977,7255,3117,1399
06/25/16,1100,32996,5429,13208,2015,14498,1860,11619,7794,3448,1562
06/25/16,1200,34487,5730,14326,2137,15362,1974,12110,8205,3664,1701
06/25/16,1300,35686,5968,15254,2246,16040,2062,12452,8583,3847,1795
06/25/16,1400,36538,6158,15972,2349,16616,2122,12688,9019,3974,1860
06/25/16,1500,37451,6311,16507,2447,17335,2164,13051,9298,4091,1902
06/25/16,1600,38327,6434,17040,2526,17817,2211,13338,9636,4245,1962
06/25/16,1700,39166,6502,17499,2610,18180,2247,13630,9860,4362,2011
06/25/16,1800,39465,6585,17794,2638,18375,2254,13745,9978,4420,1999
06/25/16,1900,38959,6524,17807,2636,18266,2223,13529,9912,4384,2050
06/25/16,2000,37421,6342,17539,2579,17776,2154,12987,9685,4304,1966
06/25/16,2100,35639,6045,16994,2466,17081,2103,12405,9233,4137,1869
06/25/16,2200,34734,5899,16493,2372,16436,2064,12068,8923,3999,1809
06/25/16,2300,32369,5516,16250,2240,15538,1937,11211,8452,3803,1696
06/25/16,2400,29646,5000,15365,2039,14129,1790,10281,7738,3501,1498
06/24/16,100,29130,4672,10756,2032,13234,1465,9399,6936,3330,1346
06/24/16,200,27407,4422,10005,1881,12525,1392,8898,6561,3092,1228
06/24/16,300,26271,4327,9460,1780,12064,1373,8659,6313,2911,1179
06/24/16,400,25714,4248,9144,1715,11852,1347,8464,6226,2836,1141
06/24/16,500,25828,4267,9032,1720,11818,1366,8614,6255,2811,1116
06/24/16,600,26827,4467,9109,1782,12323,1427,8985,6468,2911,1182
06/24/16,700,28787,4729,9467,1898,12963,1514,9614,6791,3070,1197
06/24/16,800,31382,5015,10403,2027,13744,1623,10505,7347,3239,1216
06/24/16,900,33467,5284,11492,2144,14401,1715,11349,7794,3379,1305
06/24/16,1000,35211,5532,12469,2231,15040,1785,12053,8267,3510,1401
06/24/16,1100,37047,5763,13289,2336,15759,1872,12879,8621,3678,1489
06/24/16,1200,38485,5972,13987,2444,16379,1929,13577,8948,3876,1557
06/24/16,1300,39438,6209,14603,2550,16909,1981,14075,9193,4047,1642
06/24/16,1400,40451,6436,15073,2663,17377,2097,14488,9468,4185,1745
06/24/16,1500,41148,6564,15546,2680,17746,2153,14869,9614,4314,1812
06/24/16,1600,41338,6690,15904,2707,18069,2191,15204,9673,4404,1869
06/24/16,1700,41226,6761,16184,2738,18334,2207,15428,9769,4464,1862
06/24/16,1800,40716,6810,16335,2734,18353,2211,15384,9701,4467,1972
06/24/16,1900,39198,6615,16238,2704,17998,2182,14855,9538,4366,1977
06/24/16,2000,37411,6390,15697,2606,17492,2118,14207,9135,4255,1894
06/24/16,2100,36314,6133,14944,2468,16779,2002,13757,8560,4050,1821
06/24/16,2200,35551,6018,14233,2361,16209,1955,13375,8315,3904,1757
06/24/16,2300,33234,5628,13847,2221,15101,1822,12303,7875,3676,1625
06/24/16,2400,30414,5121,12846,1981,13751,1698,11233,7137,3353,1470
06/23/16,100,28626,4827,11486,1953,13570,1561,10177,7400,3022,1417
06/23/16,200,26786,4512,10759,1869,12940,1499,9570,7036,2890,1388
06/23/16,300,25751,4401,10234,1778,12445,1446,9228,6832,2872,1265
06/23/16,400,25294,4264,9944,1662,12326,1426,9033,6591,2735,1277
06/23/16,500,25389,4392,9795,1670,12317,1423,9193,6596,2769,1262
06/23/16,600,26733,4515,9876,1766,12903,1488,9773,6891,2784,1332
06/23/16,700,29024,4845,10377,1912,13793,1575,10505,7333,2945,1377
06/23/16,800,31217,5050,11270,2040,14445,1658,11079,7917,3108,1416
06/23/16,900,32760,5260,12141,2125,15047,1747,11539,8368,3291,1510
06/23/16,1000,34105,5468,12732,2242,15527,1809,11891,8626,3548,1606
06/23/16,1100,35467,5635,13128,2420,15963,1830,12169,8888,3923,1762
06/23/16,1200,36755,5875,13449,2551,16427,1855,12509,8996,4105,1880
06/23/16,1300,38120,5992,13712,2678,16950,1871,13211,9094,4137,1998
06/23/16,1400,39485,6041,13915,2836,17518,1876,13498,9166,4236,2033
06/23/16,1500,40428,6098,14140,2937,17940,1880,13458,9142,4400,2092
06/23/16,1600,41570,6052,14762,2985,18366,1855,13529,8997,4573,2178
06/23/16,1700,41890,5984,15154,3007,18572,1857,13568,8999,4742,2155
06/23/16,1800,41611,5951,15312,3009,18490,1839,13210,8890,4688,2131
06/23/16,1900,40432,5886,15038,2948,18089,1815,13014,8777,4535,2004
06/23/16,2000,39245,5825,14351,2843,17461,1801,12728,8587,4387,1910
06/23/16,2100,38638,5800,13564,2707,16795,1789,12588,8428,4264,1785
06/23/16,2200,37807,5747,13061,2615,16407,1778,12215,8500,4156,1734
06/23/16,2300,35010,5427,12712,2455,15474,1680,11307,8051,3938,1615
06/23/16,2400,31816,5013,11794,2231,14228,1567,10306,7454,3632,1460
06/22/16,100,29353,4937,11981,1922,13299,1571,10288,7332,3036,1342
06/22/16,200,27478,4643,11025,1798,12553,1460,9685,6818,2819,1225
06/22/16,300,26248,4469,10429,1700,12106,1411,9301,6536,2669,1167
06/22/16,400,25634,4340,10085,1641,11796,1370,9129,6329,2574,1136
06/22/16,500,25785,4398,9905,1646,11902,1360,9139,6322,2564,1104
06/22/16,600,26917,4556,10047,1728,12249,1399,9558,6584,2666,1162
06/22/16,700,29124,4809,10635,1845,12910,1469,10200,6897,2829,1174
06/22/16,800,31914,5081,11480,1981,13757,1578,11171,7420,3018,1246
06/22/16,900,34118,5455,12189,2068,14565,1686,11944,7892,3164,1260
06/22/16,1000,36082,5698,12722,2137,14933,1758,12701,8203,3250,1365
06/22/16,1100,37935,5945,13214,2205,15536,1847,13322,8517,3301,1404
06/22/16,1200,39198,6229,13575,2241,15962,1892,13701,8761,3328,1470
06/22/16,1300,40157,6317,13612,2282,16342,1962,14046,9006,3383,1507
06/22/16,1400,41072,6423,13856,2310,16649,2001,14424,9408,3379,1574
06/22/16,1500,41663,6404,14279,2313,16763,2029,14641,9607,3442,1589
06/22/16,1600,42108,6473,14501,2289,16752,2087,14650,9837,3515,1665
06/22/16,1700,42590,6550,14462,2320,16987,2124,14637,9955,3530,1809
06/22/16,1800,42752,6553,14420,2378,17049,2083,14443,9907,3625,1850
06/22/16,1900,41964,6523,14403,2382,17157,2046,14283,9653,3616,1942
06/22/16,2000,40620,6340,14184,2347,16866,1988,14153,9409,3620,1934
06/22/16,2100,39042,6203,13999,2325,16566,1939,13738,9146,3596,1898
06/22/16,2200,38069,6106,13920,2323,16447,1904,13299,9094,3596,1884
06/22/16,2300,34951,5685,13478,2242,15670,1801,12241,8612,3476,1740
06/22/16,2400,31572,5251,12497,2085,14628,1668,11114,7939,3229,1621
06/21/16,100,31689,5432,13275,2113,14595,1816,10261,8542,3547,1430
06/21/16,200,29791,5123,12050,1995,13718,1712,9485,7998,3354,1314
06/21/16,300,28588,4902,11103,1894,13203,1631,9122,7577,3168,1270
06/21/16,400,27978,4802,10524,1851,12945,1617,8949,7247,3031,1222
06/21/16,500,28166,4851,10119,1852,12882,1624,9022,7050,3013,1203
06/21/16,600,29466,4978,10081,1937,13284,1664,9464,7207,3143,1208
06/21/16,700,31737,5278,10353,2081,14091,1722,10204,7513,3306,1282
06/21/16,800,34283,5753,11337,2231,14953,1823,11094,8067,3548,1333
06/21/16,900,36540,5971,12497,2354,15771,1902,11849,8570,3768,1448
06/21/16,1000,38690,6210,13454,2456,16444,1946,12470,9049,3980,1592
06/21/16,1100,40806,6449,14152,2558,17338,1995,13166,9485,4167,1716
06/21/16,1200,42621,6743,14777,2668,17871,2086,14028,9888,4313,1774
06/21/16,1300,44070,6841,15194,2778,18527,2176,14774,10223,4425,1907
06/21/16,1400,45135,6910,15544,2831,19008,2270,15300,10569,4570,1980
06/21/16,1500,44730,6981,16016,2875,19115,2353,15427,10704,4619,1990
06/21/16,1600,44188,7078,16376,2887,18984,2385,15229,10721,4586,1914
06/21/16,1700,44016,7168,16727,2880,18919,2404,14958,10753,4563,1974
06/21/16,1800,43835,7182,16919,2869,18806,2376,14735,10684,4562,1941
06/21/16,1900,42785,7043,16852,2812,18442,2333,14377,10427,4478,1969
06/21/16,2000,41282,6831,16354,2721,18039,2252,14013,10043,4317,1973
06/21/16,2100,39980,6567,15715,2601,17293,2134,13660,9490,4102,1852
06/21/16,2200,38792,6308,14993,2505,16881,2048,13260,9309,3941,1822
06/21/16,2300,35627,5852,14488,2340,15881,1886,12288,8744,3677,1703
06/21/16,2400,32182,5366,13291,2100,14575,1716,11199,7927,3336,1499
06/20/16,100,28137,4630,13284,2069,13329,1551,9050,7388,3219,1326
06/20/16,200,26280,4376,12458,1949,12671,1461,8409,6915,3008,1200
06/20/16,300,25101,4170,11846,1860,12266,1398,8005,6620,2888,1116
06/20/16,400,24463,4106,11518,1818,12038,1347,7853,6461,2792,1111
06/20/16,500,24698,4146,11343,1816,12173,1354,7976,6466,2796,1058
06/20/16,600,25721,4318,11506,1897,12683,1397,8314,6784,2915,1158
06/20/16,700,28001,4558,12021,2051,13345,1469,8969,7318,3100,1148
06/20/16,800,30971,4942,13181,2215,14410,1598,9873,8028,3348,1199
06/20/16,900,33545,5289,14804,2396,15417,1702,10698,8744,3550,1223
06/20/16,1000,35889,5553,15976,2566,16412,1813,11473,9480,3815,1329
06/20/16,1100,38439,5905,16658,2745,17505,1942,12353,10201,4122,1451
06/20/16,1200,40699,6331,17820,2892,18608,2092,13052,10805,4391,1565
06/20/16,1300,42620,6640,18698,2997,19398,2240,13748,11338,4573,1719
06/20/16,1400,44357,7006,18976,3092,20070,2334,14410,11769,4681,1869
06/20/16,1500,45698,7204,19052,3140,20292,2430,14925,11748,4783,1948
06/20/16,1600,46641,7409,19488,3149,20119,2453,15352,11752,4794,1997
06/20/16,1700,47415,7534,19898,3142,20199,2496,15717,11630,4844,2083
06/20/16,1800,47406,7530,20189,3077,20023,2509,15813,11502,4822,2063
06/20/16,1900,46418,7536,20040,2988,19931,2445,15573,11490,4774,2075
06/20/16,2000,44780,7298,19429,2898,19508,2378,15051,11242,4665,2062
06/20/16,2100,43121,7077,18483,2815,18880,2292,14355,10916,4554,1902
06/20/16,2200,41797,6920,17367,2668,18388,2268,13742,10762,4479,1878
06/20/16,2300,38423,6354,16487,2474,17219,2152,12544,10105,4149,1777
06/20/16,2400,34692,5797,14921,2269,15836,1955,11253,9246,3780,1572
06/19/16,100,26096,4398,11338,1702,12270,1509,8516,6720,2819,1267
06/19/16,200,24348,4099,10495,1575,11594,1420,7948,6284,2628,1159
06/19/16,300,23205,3904,9818,1491,11105,1335,7576,5976,2484,1035
06/19/16,400,22445,3796,9352,1433,10779,1279,7382,5783,2383,965
06/19/16,500,22060,3733,9059,1395,10573,1260,7284,5662,2331,1036
06/19/16,600,21732,3720,8862,1388,10528,1248,7251,5648,2292,990
06/19/16,700,21966,3736,8639,1376,10434,1230,7296,5600,2290,1017
06/19/16,800,23575,4023,8886,1450,10982,1314,7876,5827,2385,1053
06/19/16,900,26024,4410,9647,1591,11942,1435,8744,6389,2622,1214
06/19/16,1000,28489,4805,10791,1741,12888,1564,9608,7037,2876,1325
06/19/16,1100,30944,5151,12075,1899,13683,1678,10310,7649,3149,1462
06/19/16,1200,33323,5433,13287,2045,14496,1779,11024,8255,3401,1560
06/19/16,1300,35222,5709,14190,2174,15295,1866,11548,8769,3618,1625
06/19/16,1400,36778,5934,14864,2286,15925,1973,12141,9089,3811,1709
06/19/16,1500,38036,6071,15423,2385,16461,2039,12658,9414,3963,1776
06/19/16,1600,39271,6310,15923,2456,16953,2080,13177,9611,4081,1742
06/19/16,1700,40353,6485,16291,2531,17341,2117,13588,9861,4198,1860
06/19/16,1800,40778,6637,16565,2602,17574,2133,13790,9964,4242,1932
06/19/16,1900,40174,6557,16613,2599,17461,2114,13672,9923,4226,1925
06/19/16,2000,38813,6408,16412,2586,17196,2077,13134,9772,4161,1894
06/19/16,2100,37618,6147,16004,2516,16569,2010,12555,9282,4043,1807
06/19/16,2200,36874,5978,15477,2488,16327,1972,12141,9114,4004,1775
06/19/16,2300,34116,5534,15185,2397,15373,1853,11119,8656,3789,1641
06/19/16,2400,30959,4981,14341,2235,14227,1684,10018,8084,3515,1482
06/18/16,100,25204,4601,11133,1746,12524,1494,8670,6668,2933,1273
06/18/16,200,23536,4181,10200,1608,11657,1400,8117,6243,2703,1156
06/18/16,300,22476,4027,9559,1514,11285,1337,7798,5962,2549,1084
06/18/16,400,22011,3902,9106,1464,10879,1307,7557,5799,2427,1048
06/18/16,500,21646,3930,8855,1437,10720,1280,7430,5706,2378,1028
06/18/16,600,21467,3945,8760,1441,10770,1293,7553,5709,2374,1050
06/18/16,700,22007,4025,8694,1453,10725,1294,7717,5741,2381,1039
06/18/16,800,23795,4257,9020,1554,11406,1384,8332,6082,2545,1101
06/18/16,900,25997,4568,9859,1715,12318,1529,9216,6663,2819,1224
06/18/16,1000,27994,4943,10791,1865,13341,1672,9981,7153,3067,1358
06/18/16,1100,29652,5314,11815,1992,14218,1798,10546,7662,3286,1475
06/18/16,1200,31096,5573,12726,2090,15021,1890,11088,8107,3443,1582
06/18/16,1300,32323,5796,13549,2178,15621,1960,11429,8493,3597,1655
06/18/16,1400,33502,5973,14127,2246,16208,1995,11724,8836,3684,1740
06/18/16,1500,34712,6148,14572,2303,16632,2028,12017,9044,3785,1805
06/18/16,1600,35852,6326,14877,2369,17055,2066,12348,9277,3875,1838
06/18/16,1700,36848,6422,15155,2434,17385,2095,12534,9507,3970,1888
06/18/16,1800,37306,6400,15186,2448,17393,2094,12655,9586,4008,1937
06/18/16,1900,36923,6313,14973,2441,17217,2099,12438,9497,3996,1900
06/18/16,2000,35509,6121,14679,2373,16707,2028,11913,9179,3880,1836
06/18/16,2100,34187,5849,14081,2261,15900,1949,11380,8706,3692,1709
06/18/16,2200,33385,5719,13483,2186,15499,1897,11037,8451,3549,1674
06/18/16,2300,31116,5316,13154,2065,14601,1785,10276,8007,3353,1584
06/18/16,2400,28526,4790,12326,1872,13320,1645,9357,7260,3098,1415
06/17/16,100,25874,4714,10481,1862,13330,1456,9599,7278,3034,1421
06/17/16,200,24377,4516,9779,1744,12571,1385,8944,6824,2838,1299
06/17/16,300,23557,4357,9284,1665,12187,1332,8569,6593,2696,1188
06/17/16,400,23111,4273,8994,1636,11968,1313,8300,6460,2614,1160
06/17/16,500,23335,4318,8852,1646,12020,1339,8372,6446,2600,1141
06/17/16,600,24481,4411,8988,1723,12430,1396,8732,6664,2711,1152
06/17/16,700,26561,4731,9306,1830,13093,1475,9318,7016,2871,1221
06/17/16,800,28887,4949,10245,1973,13952,1567,9998,7560,3050,1273
06/17/16,900,30584,5181,11373,2095,14596,1665,10497,8083,3242,1327
06/17/16,1000,32026,5463,12303,2218,15209,1717,10842,8516,3386,1307
06/17/16,1100,33351,5637,13000,2296,15730,1793,11042,8904,3551,1328
06/17/16,1200,34477,5797,13644,2368,16275,1857,11329,9202,3591,1404
06/17/16,1300,35414,5900,14127,2468,16766,1923,11509,9445,3657,1430
06/17/16,1400,36443,6133,14570,2574,17104,1989,11629,9730,3810,1538
06/17/16,1500,37150,6200,15074,2665,17498,2069,11808,9835,3950,1542
06/17/16,1600,37760,6361,15494,2670,17690,2092,11923,9933,4074,1620
06/17/16,1700,38193,6511,15844,2701,17917,2131,12117,10006,4197,1633
06/17/16,1800,38095,6654,16045,2689,17882,2132,12220,9915,4215,1675
06/17/16,1900,36798,6536,15900,2649,17580,2094,11970,9678,4117,1675
06/17/16,2000,35034,6357,15368,2547,17077,2025,11561,9331,4011,1653
06/17/16,2100,33576,6025,14498,2433,16267,1911,11183,8838,3822,1594
06/17/16,2200,32807,5882,13787,2347,15907,1847,10999,8579,3709,1563
06/17/16,2300,30392,5464,13269,2186,14849,1743,10338,7998,3534,1511
06/17/16,2400,27626,4948,12221,1954,13671,1608,9466,7272,3214,1398
06/16/16,100,27820,5105,14745,1943,13976,1603,10394,7821,2936,1293
06/16/16,200,26237,4832,13392,1821,13258,1516,9802,7360,2757,1212
06/16/16,300,25242,4690,12325,1739,12774,1446,9349,7100,2636,1161
06/16/16,400,24741,4616,11553,1696,12433,1413,9118,6947,2587,1090
06/16/16,500,25006,4567,11021,1701,12508,1420,9284,6963,2580,1089
06/16/16,600,26398,4776,10921,1794,12989,1484,9794,7158,2669,1126
06/16/16,700,28738,5102,11157,1918,13650,1555,10496,7555,2866,1200
06/16/16,800,31030,5451,12155,2099,14653,1691,11463,8208,3133,1262
06/16/16,900,32397,5681,13206,2256,15619,1821,12057,8538,3398,1375
06/16/16,1000,33277,5879,13611,2340,16418,1894,12606,8905,3670,1449
06/16/16,1100,34038,6143,13677,2607,17171,1928,13330,9450,3879,1582
06/16/16,1200,34481,6392,13747,2657,18022,1916,14034,9710,4114,1710
06/16/16,1300,34770,6480,13887,2760,18701,1948,14563,9933,4325,1848
06/16/16,1400,35172,6667,14072,2807,19402,1999,15110,9922,4499,1962
06/16/16,1500,35422,6874,14185,2824,19503,2023,15762,9867,4575,2044
06/16/16,1600,35483,6903,13920,2786,19427,2021,16153,9731,4604,2107
06/16/16,1700,35658,6812,13619,2751,19087,1919,16368,9550,4615,2184
06/16/16,1800,35539,6532,13513,2679,18673,1872,16407,9451,4557,2181
06/16/16,1900,34865,6327,13316,2575,18160,1883,15967,9200,4396,2143
06/16/16,2000,34161,6164,12822,2450,17596,1858,15306,8964,4229,2099
06/16/16,2100,34109,6040,12416,2354,17126,1836,14597,8793,4015,1977
06/16/16,2200,33320,5918,12380,2312,16705,1822,13365,8678,3888,1894
06/16/16,2300,30793,5533,12222,2180,15655,1697,11657,8354,3635,1810
06/16/16,2400,28063,5094,11400,2008,14344,1565,10510,7772,3309,1598
06/15/16,100,25180,4574,12932,1914,13558,1371,9033,6797,3128,1295
06/15/16,200,23718,4350,11974,1798,12740,1297,8499,6437,2933,1230
06/15/16,300,22891,4221,11273,1717,12341,1265,8162,6277,2809,1159
06/15/16,400,22509,4142,10815,1668,12231,1249,8058,6172,2725,1129
06/15/16,500,22798,4273,10444,1679,12248,1254,8165,6291,2709,1107
06/15/16,600,23948,4359,10433,1756,12658,1329,8668,6585,2821,1156
06/15/16,700,26346,4687,10929,1888,13351,1412,9457,7028,2989,1178
06/15/16,800,28795,4951,11845,2061,14144,1484,10085,7523,3205,1282
06/15/16,900,30257,5058,13161,2182,14960,1574,10549,7944,3443,1398
06/15/16,1000,31454,5247,14445,2299,15603,1661,11040,8304,3626,1510
06/15/16,1100,32708,5517,15492,2410,16411,1762,11603,8658,3674,1610
06/15/16,1200,33816,5734,16573,2510,17292,1880,12109,8970,3773,1673
06/15/16,1300,34733,6076,17439,2656,18053,1984,12706,9330,4056,1798
06/15/16,1400,35722,6370,18078,2815,18900,2097,13456,9688,4335,1847
06/15/16,1500,36737,6596,18652,2920,19435,2174,13999,9966,4523,1966
06/15/16,1600,37813,6739,19025,2957,19801,2187,14392,10315,4629,2002
06/15/16,1700,38645,6912,19375,3014,20109,2250,14773,10550,4744,2040
06/15/16,1800,38955,6945,19520,3007,20132,2271,14984,10594,4734,2051
06/15/16,1900,38285,7012,19434,2899,19752,2274,14714,10495,4577,2002
06/15/16,2000,37235,6837,18995,2767,19054,2213,14261,10234,4180,1877
06/15/16,2100,36839,6719,18319,2606,18306,2142,14006,9922,3834,1804
06/15/16,2200,36216,6532,17774,2488,17723,2055,13614,9794,3716,1797
06/15/16,2300,33440,6032,17407,2306,16480,1923,12514,9191,3489,1621
06/15/16,2400,30389,5493,16217,2108,15101,1718,11324,8472,3201,1458
06/14/16,100,25696,4401,11599,1889,12909,1266,9092,6566,2972,1343
06/14/16,200,24158,4225,10672,1754,12208,1188,8535,6232,2769,1204
06/14/16,300,23306,4128,9999,1662,11738,1154,8215,6053,2621,1157
06/14/16,400,22825,4050,9609,1613,11568,1154,8071,5966,2546,1062
06/14/16,500,23087,4087,9358,1617,11581,1163,8162,6060,2542,1031
06/14/16,600,24135,4298,9462,1679,12022,1210,8577,6287,2634,1076
06/14/16,700,26388,4563,9925,1791,12624,1292,9359,6669,2776,1186
06/14/16,800,28578,4903,10792,1943,13430,1385,10179,7176,3009,1279
06/14/16,900,29835,5112,11892,2056,14176,1480,10723,7553,3249,1339
06/14/16,1000,30794,5248,12896,2152,14617,1553,11227,7807,3455,1437
06/14/16,1100,31730,5481,13740,2258,15354,1620,11716,8066,3671,1542
06/14/16,1200,32415,5623,14700,2353,16051,1663,12177,8207,3878,1706
06/14/16,1300,33083,5673,15615,2468,16654,1749,12574,8428,4052,1824
06/14/16,1400,33858,5868,16328,2570,17225,1779,13052,8591,4199,1934
06/14/16,1500,34690,6049,17040,2567,17785,1834,13433,8740,4310,2025
06/14/16,1600,35700,6209,17424,2535,18192,1875,13867,8818,4354,2063
06/14/16,1700,36766,6409,17573,2528,18479,1917,14180,8848,4425,2065
06/14/16,1800,37433,6551,17424,2511,18569,1933,14243,8771,4346,2032
06/14/16,1900,37047,6482,16716,2467,18314,1921,13912,8640,4228,1957
06/14/16,2000,35896,6304,16032,2435,17799,1872,13353,8420,4115,1863
06/14/16,2100,34618,6088,15629,2380,17283,1794,12757,8203,4044,1782
06/14/16,2200,33688,5946,15479,2370,17058,1750,12236,8266,3982,1748
06/14/16,2300,30729,5459,15120,2252,15991,1624,11188,7842,3739,1633
06/14/16,2400,27677,4941,14103,2058,14646,1494,10000,7259,3411,1425
06/13/16,100,25215,4271,9057,1706,12454,1321,9638,6113,2877,1354
06/13/16,200,23737,4009,8587,1602,11835,1255,8828,5861,2662,1239
06/13/16,300,22807,3986,8307,1529,11371,1200,8407,5654,2513,1153
06/13/16,400,22419,3934,8160,1496,11146,1173,8104,5652,2409,1125
06/13/16,500,22665,4022,8073,1504,11322,1208,8147,5733,2408,1058
06/13/16,600,23789,4171,8252,1586,11636,1233,8524,6013,2499,1162
06/13/16,700,26044,4445,8665,1687,12130,1263,9152,6432,2643,1194
06/13/16,800,28254,4747,9662,1851,13081,1380,9893,7021,2861,1244
06/13/16,900,29450,4962,10719,1962,13889,1456,10479,7372,3068,1347
06/13/16,1000,30337,5149,11567,2052,14486,1525,10828,7692,3230,1429
06/13/16,1100,31248,5330,12114,2168,15155,1581,11229,8022,3405,1526
06/13/16,1200,31863,5470,12730,2219,15664,1612,11656,8208,3525,1653
06/13/16,1300,32439,5559,13205,2313,16331,1651,12045,8309,3694,1755
06/13/16,1400,33303,5706,13754,2410,16760,1673,12394,8458,3833,1843
06/13/16,1500,34139,5752,14338,2467,17106,1722,12824,8516,3953,1868
06/13/16,1600,35155,5924,14808,2530,17562,1769,13342,8529,4079,1991
06/13/16,1700,35780,6130,15381,2592,17950,1836,13785,8439,4234,2037
06/13/16,1800,35865,6097,15937,2639,18093,1814,14020,8292,4285,2077
06/13/16,1900,34890,6053,16166,2647,18036,1756,13825,8108,4290,2060
06/13/16,2000,33964,5955,15790,2579,17637,1703,13415,7932,4193,2013
06/13/16,2100,33894,5824,15131,2484,16945,1676,12751,7759,4011,1901
06/13/16,2200,33209,5725,14653,2425,16488,1639,12317,7858,3885,1849
06/13/16,2300,30585,5228,14050,2270,15423,1534,11249,7493,3616,1694
06/13/16,2400,27927,4788,12816,2051,14012,1372,9971,7025,3259,1499
06/12/16,100,31565,5080,13993,1937,14124,1711,11222,7822,3205,1318
06/12/16,200,29447,4814,12932,1805,13140,1638,10426,7347,2990,1228
06/12/16,300,27930,4607,11835,1713,12863,1575,9848,7038,2577,1133
06/12/16,400,27020,4457,10767,1655,12237,1518,9499,6656,2731,1080
06/12/16,500,26522,4416,10049,1608,11930,1479,9232,6392,2655,1058
06/12/16,600,26177,4442,9537,1595,11836,1472,9112,6127,2629,1048
06/12/16,700,26616,4438,9049,1580,11621,1440,9189,5960,2575,977
06/12/16,800,28795,4710,8973,1658,12221,1501,9886,6164,2711,1079
06/12/16,900,31928,5142,9394,1860,13323,1583,11188,6543,3029,1206
06/12/16,1000,34920,5570,9888,2045,14399,1638,12563,6755,3380,1417
06/12/16,1100,36784,5906,10312,2191,15265,1697,13760,6993,3685,1577
06/12/16,1200,37878,6102,10417,2316,15875,1731,14635,7228,3941,1699
06/12/16,1300,38239,6163,10393,2412,16417,1750,15313,7267,4109,1819
06/12/16,1400,38262,6132,10394,2462,16810,1761,15755,7339,4272,1884
06/12/16,1500,38254,6080,10400,2503,17112,1774,16030,7422,4352,1964
06/12/16,1600,38433,6149,10419,2521,17293,1795,16118,7527,4428,2002
06/12/16,1700,38682,6204,10514,2538,17339,1815,16126,7666,4498,2040
06/12/16,1800,38675,6240,10675,2521,17349,1830,15982,7721,4504,2046
06/12/16,1900,37758,6145,10665,2443,17037,1784,15482,7646,4445,2000
06/12/16,2000,36011,5881,10468,2330,16527,1725,14904,7441,4324,1967
06/12/16,2100,34366,5551,10198,2235,15812,1634,14200,7231,4072,1883
06/12/16,2200,33319,5443,10134,2173,15546,1609,13593,7263,3878,1811
06/12/16,2300,30615,5018,10165,2041,14656,1526,12275,6984,3640,1700
06/12/16,2400,27664,4634,9635,1864,13408,1410,10800,6559,3194,1501
06/11/16,100,23775,4488,13518,1762,13169,1457,9158,7209,2848,1266
06/11/16,200,22440,4217,12318,1640,12410,1379,8568,6789,2655,1146
06/11/16,300,21596,4073,11388,1566,11912,1338,8142,6598,2511,1083
06/11/16,400,21131,3953,10752,1514,11684,1313,7914,6425,2448,1057
06/11/16,500,20988,3964,10438,1498,11548,1287,7727,6338,2393,978
06/11/16,600,21065,4023,10247,1514,11593,1306,7813,6409,2407,1020
06/11/16,700,21621,4057,10180,1533,11657,1312,7982,6491,2414,1000
06/11/16,800,23282,4307,10612,1645,12243,1376,8760,6985,2557,1069
06/11/16,900,25394,4729,11756,1823,13400,1510,9764,7608,2869,1211
06/11/16,1000,27261,5109,13077,2016,14692,1687,10748,8448,3195,1316
06/11/16,1100,29134,5601,14420,2199,15848,1819,11775,9102,3487,1480
06/11/16,1200,30825,5976,15559,2319,16895,1958,12724,9650,3701,1638
06/11/16,1300,32612,6333,16381,2439,17615,2089,13693,10026,3881,1756
06/11/16,1400,34349,6592,16885,2518,18206,2150,14458,10179,4029,1809
06/11/16,1500,36147,6748,17251,2566,18740,2190,15209,10402,4132,1906
06/11/16,1600,37937,6900,17496,2635,19108,2266,15762,10552,4240,1949
06/11/16,1700,39715,6966,17722,2672,19358,2313,16094,10633,4324,2000
06/11/16,1800,40998,7083,17861,2689,19381,2317,16290,10622,4392,1978
06/11/16,1900,41298,6950,17760,2667,18973,2194,16145,10496,4340,1990
06/11/16,2000,40672,6722,17445,2585,18448,2120,15625,10262,4229,1920
06/11/16,2100,39991,6516,16931,2479,17810,2063,14948,9848,4016,1811
06/11/16,2200,39464,6338,16456,2420,17407,2063,14439,9690,3936,1776
